,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,1.5473448,5.074244,0.0,0.0,0.0,0.0,0.41268346,5.1426086,0.0,0.0,0.0,1.1219652,0.0,6.4646525,0.0,0.0,0.0,8.512033,5.1871796,3.5760727,0.81864357,7.0302463,0.0,0.0,0.0,8.286712,0.0,9.91015,6.064703,15.040178,0.0,7.0592294
1,0.0,3.3277953,4.732917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5026331,0.0,5.4831576,4.436296,0.0,0.0,17.151384,0.0,0.0,3.4457448,0.0,13.181838,16.454433,0.0,0.0,6.8007855,0.0,0.0,33.151443
2,0.0,7.945598,0.0,0.0,0.0,0.0,0.0,5.823079,0.0,0.0,0.0,7.888316,0.0,21.034842,0.0,0.0,8.790189,3.8689268,6.3315434,3.548725,0.0,4.317841,0.0,0.0,12.036034,11.626369,0.0,0.07795085,15.455179,21.350508,0.0,8.987026
3,0.0,0.0,0.0,0.0,12.426194,0.0,0.0,9.917558,0.0,0.0,0.0,4.582799,0.0,4.248422,2.5701787,8.638877,5.655058,9.6035385,0.0,6.942991,0.0,0.0,2.9072075,0.0,3.2197695,0.0,0.0,1.8055328,13.464492,2.1168404,0.0,14.176164
4,0.0,0.0,0.0,0.0,0.0,0.0,3.6014333,3.930662,0.0,8.694764,0.0,0.0,0.0,3.0295122,6.6122456,0.0,0.9963846,7.334445,2.519335,6.8746204,1.529235,12.371219,0.0,0.0,5.039516,10.254657,0.0,0.7631728,0.0,1.2277731,0.0,0.004727898
5,0.0,0.0,0.0,0.0,2.075355,0.0,0.0,0.0,0.0,1.5445089,0.0,6.807107,0.0,5.829384,1.5876572,0.0,13.098096,9.455097,0.0,9.256226,0.0,0.0,2.7274942,0.0,2.6734314,5.8024726,0.0,7.6075788,15.512188,2.5245388,0.0,6.298719
6,0.0,13.95463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2688017,4.5808353,3.23962,0.0,10.699936,3.9044006,0.0,9.104758,8.777759,0.0,22.610079,0.0,4.965415,0.0,0.0,0.0,4.07068,0.0,6.8582077,0.0,6.810816,0.0,2.308276
7,0.0,11.638798,0.0,0.46065605,0.83651495,3.0056534,0.0,9.213972,0.0,1.7502518,0.0,0.0,0.0,2.441212,0.0,0.0,0.74194014,8.665675,5.128075,2.3356664,3.1427865,2.987744,0.0,0.0,1.9475237,11.910934,0.0,0.0,2.4663146,12.194036,0.0,0.0
8,0.0,0.0,0.0,4.094087,6.2363453,4.3121905,0.0,0.0,1.0451131,2.2944043,0.0,0.0,0.04777129,0.0,3.132073,0.0,0.0,5.131305,0.0,9.55995,0.0,2.8657978,0.0,0.0,0.0,12.271816,0.0,0.29951322,0.0,1.3336724,0.0,2.5875354
9,0.0,3.112516,0.0,0.0,4.1543827,0.0,0.0,7.87594,0.0,0.0,0.0,0.0,1.5054067,0.04261315,0.0,0.8604614,0.0,14.937368,0.0,2.049248,0.0,0.0,0.0,0.0,5.152985,6.042018,0.0,2.8485718,4.281466,0.0,0.0,4.515145
10,0.0,7.604833,0.0,0.0,1.4476104,1.8608229,0.0,0.0,0.0,0.0,0.0,6.065308,0.0,0.0,0.0,0.0,10.679132,1.800767,0.0,13.419741,0.0,0.0,7.223713,0.0,0.0,5.0614877,0.0,4.6285205,0.0,0.0,0.0,25.504997
11,0.09462567,2.1317904,0.0,0.0,1.6160305,0.0,0.0,2.1644363,0.40570223,1.0385209,0.0,1.5083857,0.83310056,6.4804907,0.0,0.0,5.2682548,2.8526702,0.0,0.20753518,0.0,1.0621948,3.2861493,0.0,0.91528827,1.9472785,0.0,9.761329,6.8865123,3.4695458,0.0,0.013866087
12,0.0,6.553374,0.0,0.0,0.0,0.0,0.0,0.0,3.1584728,2.5389564,1.6155689,10.529503,0.0,1.5540159,0.0,0.0,4.872909,7.274506,1.4771464,4.3188434,0.0,3.173504,8.916573,0.0,6.2789335,0.5454752,0.0,9.000374,12.827091,4.5064206,0.0,0.0
13,0.0,3.4030497,0.0,0.0,17.615795,1.3338846,0.0,0.0,0.0,0.0,0.0,5.094361,2.1192045,0.0,0.0,3.0405083,3.2427793,6.3019953,0.0,4.3304324,0.0,0.0,9.464683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.131978
14,1.6517007,1.5743779,0.0,0.0,2.4511642,0.0,0.0,0.9327062,0.0,1.5200986,0.0,1.1920078,0.0,2.7520008,0.0,0.0,0.328078,5.116193,0.4639761,9.229619,0.0,5.401484,0.0,0.0,0.45706993,9.55591,0.0,4.821396,4.200914,4.8052263,0.0,0.0
15,0.2260353,0.0,0.0,1.3503749,3.2875364,0.0,0.0,0.0,2.197435,0.0,0.0,0.0,5.563249,1.4781468,1.1988238,0.0,4.4229307,2.8499138,0.0,8.652427,0.0,2.381022,1.6039912,0.0,2.6012964,9.861017,0.0,9.481932,6.908698,3.8450282,0.0,3.083802
16,0.0,0.0,0.0,0.0,9.711134,0.0,0.0,7.370334,0.0,0.23241295,0.0,0.0,4.8681264,0.7782039,3.707316,1.1981632,0.0,10.950305,0.0,4.3429914,0.0,0.0,0.37325633,0.0,0.0,4.98373,0.0,0.8248519,0.0,0.0,0.0,1.8327495
17,0.14495361,2.0120509,0.0,0.0,4.002131,0.0,0.0,0.0,0.0,0.0,0.0,6.6087885,0.0,2.9834747,0.0,0.0,0.0,7.6916184,0.0,12.346393,0.0,7.5826626,0.0,0.0,1.0612677,9.286228,0.0,0.59412974,7.067208,8.799438,0.0,2.9903972
18,0.0,5.639493,0.019325897,0.0,22.98399,0.0,0.0,19.898323,0.0,0.0,0.0,0.0,6.7492976,0.0,4.7182856,12.543449,6.1215334,2.7411778,0.0,6.2530184,0.0,0.0,14.850344,0.0,0.0,0.0,0.0,0.39687318,0.0,0.0,0.0,11.902042
19,0.0,3.224822,0.0,0.0,0.0,0.0,0.0,0.0,0.91429484,0.89518493,5.888292,6.770596,0.0,4.7247515,0.031781536,0.0,9.852092,5.759568,6.695001,8.015432,0.0,2.2266023,0.6081073,0.0,0.0,12.482862,0.0,2.2684145,4.0220532,7.8468103,0.0,3.4541247
20,0.0,7.750626,0.0,0.0,0.0,0.0,6.9387145,0.0,0.0,0.0,2.8307476,10.771755,0.0,0.0,0.0,0.0,11.219247,0.0,0.0,2.69694,0.0,0.0,11.232728,0.0,5.896347,10.807814,0.0,0.77791506,0.0,0.0,0.0,24.019892
21,0.0,0.0,0.0,1.4669293,6.3837056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2839346,3.6690269,2.3423202,0.0,4.9959965,4.15736,0.0,10.263717,0.0,0.0,0.0,0.0,0.0,8.914686,0.0,6.524176,2.1665175,0.0,0.0,6.891775
22,0.0,7.807521,0.0,2.300584,1.9069946,0.0,0.0,0.0,0.0,0.0,0.0,4.220687,0.0,12.445344,0.0,0.0,6.9679146,0.0,0.0,10.72074,0.0,0.0,1.2731177,0.0,0.0,0.0,0.0,8.7248535,0.0,0.0,1.4659045,19.815031
23,0.0,1.6271842,0.0,0.0,1.3749933,0.0,0.0,1.0045935,0.0,0.015499028,0.0,0.0,1.6179296,0.37360883,0.0,0.0,2.1293979,4.286213,0.0,2.4137692,0.0,0.9727852,0.33413863,0.0,1.4507298,6.502136,0.0,5.7189555,4.8611403,1.2962234,0.0,0.033035904
24,0.0,1.9042766,0.0,0.0,12.110196,0.0,0.0,0.0,0.0,0.0,0.0,0.14100055,18.028185,0.0,0.0,1.9618725,0.0,11.801562,0.0,6.2325377,0.0,0.0,7.164948,0.0,5.2446957,6.771798,0.0,2.7940598,0.39272,0.0,0.0,2.5836828
25,0.0,2.5514872,0.0,0.0,3.3446524,2.2379794,0.0,2.1009223,0.0,7.425351,0.0,0.0,4.2600703,7.912836,6.14533,0.0,4.320509,12.042923,0.0,3.2195966,0.0,0.0,0.0,0.0,3.6056764,7.1763697,0.0,3.4798343,0.0,0.0,0.0,13.47452
26,1.8023852,0.562512,0.0,0.6033634,2.007927,0.0,0.0,0.0,0.0,0.0,0.0,0.6068364,6.5339313,0.0,0.0,0.0,3.1733706,1.9457018,0.0,5.853011,0.0,0.0,0.0,0.0,0.0,11.907883,0.0,2.6286833,3.9471211,0.0,0.0,0.0
27,5.6224046,4.398998,0.0,3.7846901,4.9256334,0.0,0.0,0.0,7.0242705,0.0,0.0,11.175942,17.665823,5.560093,0.0,0.0,12.049645,2.4298522,2.1875472,8.436627,0.0,0.92464155,13.410484,0.0,0.0,16.26264,0.0,10.2319765,0.6079656,8.033555,0.0,1.9865792
28,0.0,9.856901,0.0,0.0,4.2772603,0.0,0.0,14.269059,0.0,0.0,0.0,0.0,0.0,8.551474,0.0,17.054228,9.898346,8.861477,0.0,0.0,0.0,0.0,0.020588763,0.0,13.947627,0.0,0.0,2.213904,0.19293705,0.0,0.0,7.85191
29,3.9843788,4.117139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.731973,0.0,10.213755,0.0,18.432117,0.0,0.0,5.4181924,1.1038401,2.255379,0.0,0.0,6.376144,0.0,0.0,8.655068,8.84932,0.0,15.076176,4.7769384,6.4503994,0.0,5.3743477
30,0.0,8.36661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5845549,3.8494954,24.274471,0.0,14.402694,2.2109966,9.233325,18.110815,0.0,4.8020396,0.0,0.0,11.892712,17.848001,0.0,11.172511,0.0,0.0,10.319585,0.5709777,11.130262,0.0,9.708582
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.23423,0.0,0.0,0.0,7.9693613,10.23197,0.0,5.7793045,5.9469366,6.1179166,4.67566,0.0,0.0,0.0,1.9027399,0.0,0.0,3.5592432,0.0,0.0,0.0,0.17631587,0.0,0.0,20.191496
32,2.8674345,0.0,0.0,0.0,3.0422359,0.7808021,0.0,0.0,0.0,1.8059771,0.18425466,3.2024894,0.9895653,0.53591603,0.87946963,0.0,2.60234,4.0139666,0.0,7.957161,0.0,3.5946124,1.1476917,0.0,2.7385178,9.163502,0.0,2.7924325,1.4851295,2.9656827,0.0,2.3744328
33,0.0,1.1469356,0.0,2.138438,4.055787,0.94733024,0.0,0.0,0.0,2.3329556,0.0,0.0,4.0786605,1.8350406,0.0,0.0,0.29266277,6.1216087,0.0,8.235681,0.0,0.0,0.0,0.0,2.477052,14.508207,0.0,8.74573,0.0,0.0,0.0,4.9408984
34,0.0,0.0,0.0,0.0,10.65921,0.0,0.0,8.059057,0.0,5.285347,0.0,0.0,6.6532335,7.6857944,5.876671,0.0,2.3512926,13.326249,0.0,7.314597,0.0,0.0,3.8770242,0.0,0.3746795,0.0,0.0,3.5374024,5.501781,0.0,0.0,7.653474
35,1.8755547,11.550673,0.0,0.0,2.0858,4.866785,0.0,7.082919,0.0,4.0858746,2.1799705,6.910258,0.0,7.0647674,0.0,0.0,3.6173332,8.910247,0.0,8.045292,0.0,9.139776,6.9653573,0.0,0.0,0.7859041,0.0,13.979908,10.358059,4.351298,0.0,9.475543
36,0.44113028,0.0,0.0,0.0,19.30463,0.0,0.0,13.930682,0.0,0.0,0.0,13.80634,11.797862,0.0,0.0,7.1187277,2.4929647,7.6363707,0.0,8.394682,0.0,0.0,7.533645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.878576
37,0.0,12.097039,0.0,0.0,8.384614,0.0,0.0,0.0,0.0,0.68333006,0.0,0.0,0.0,2.0719264,0.0,0.0,0.0,7.6556835,0.0,8.644784,0.0,1.9664245,0.0,0.0,4.8998156,21.390259,0.0,4.0562854,5.682775,1.0284636,0.0,2.5471385
