,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,4.5517483,0.84616977,0.0,0.0,0.0,0.0,0.0,1.5878433,0.0,0.0,4.5966296,3.2020724,1.682413,5.208914,0.0,0.0,0.0,7.2832,6.6409955,7.733712,0.0,9.947257,0.0,0.0,0.042354118,10.155105,0.0,7.0514417,5.364174,8.563879,0.0,3.0006723
1,0.0,3.8900638,8.047685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0801495,0.0,0.0,0.0,2.7750208,4.3907237,0.0,0.0,15.082613,0.0,0.0,6.0088325,0.0,12.213426,12.263846,0.0,0.0,0.36364153,0.0,0.0,25.804186
2,0.0,7.578805,0.0,0.0,0.0,0.0,0.0,8.448826,0.0,0.0,0.0,9.533304,0.0,20.765415,0.0,0.0,7.8345127,0.0,5.7959595,3.0888722,0.0,6.905346,0.0,0.0,8.56895,5.4462056,0.0,0.0,14.109962,20.757324,0.0,13.006475
3,0.0,0.0,0.0,0.0,15.299986,1.485484,0.0,13.20465,0.0,0.0,0.0,2.4397645,3.6635644,5.0622067,5.71043,2.7459204,4.49074,12.068661,0.0,3.646779,0.0,1.9916685,0.4626334,0.0,0.0,0.0,0.0,1.5989641,6.0338345,0.0,0.0,12.9965
4,0.0,0.0,0.0,0.0,0.0,0.0,3.5963473,6.0438695,0.0,9.325004,0.0,4.214193,0.0,5.170254,6.0216722,0.0,3.052007,10.324343,2.2162454,7.9837556,3.0839825,14.716885,0.0,0.0,3.6198592,8.657893,0.0,0.0,0.0,4.3780165,0.0,1.3742957
5,0.0,1.5613112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2484903,0.0,7.896942,0.0,3.8636734,1.7120913,0.0,11.558706,6.796968,0.0,4.315745,0.0,0.0,4.234731,0.0,4.0945325,6.758401,0.0,8.382892,13.610885,2.9105957,0.0,3.9904344
6,3.6083422,10.2273855,0.0,0.9269438,0.0,0.0,0.0,0.0,0.0,3.665449,0.0,5.0781417,0.3050245,9.598459,5.0721383,0.0,8.706212,9.032102,0.0,15.107299,0.0,2.204021,2.7656024,0.0,0.050266344,4.049373,0.0,3.644214,0.0,4.5622163,0.0,0.0
7,0.0,13.486169,0.0,0.9261718,0.0,1.6471835,0.0,9.317432,0.0,0.0,0.033731543,0.0,0.0,3.7427878,0.0,0.0,0.0,11.7137785,5.676574,1.7054658,4.416135,5.7513056,0.0,0.0,5.458843,17.792131,0.0,0.0,4.6806717,17.379068,0.0,2.0631158
8,0.7901168,2.3768303,0.0,1.6101398,2.0009844,0.0,0.0,2.079188,0.0,1.230404,0.0,0.0,0.0,2.7197971,0.0,0.0,0.0,5.5986485,0.0,10.545664,0.0,3.1836536,0.0,0.0,3.001763,11.311601,0.0,1.2181463,2.1392858,1.9852457,1.9664752,4.832019
9,0.0,3.4139955,0.0,0.0,3.3225563,0.0,0.0,9.565188,0.0,1.1438224,0.0,0.0,5.303768,0.0,0.0,2.9190109,0.0,15.265832,1.5552508,2.6474931,0.0,0.0,0.3046722,0.0,6.1618314,4.616829,0.0,4.060239,5.877922,0.0,0.0,5.505373
